url,filename
https://www.theatlantic.com/politics/archive/2021/11/josh-hawley-war-on-men/620683,how-voters-feel-about-josh-hawley-attack-on-men.png
https://www.nytimes.com/2021/11/12/theater/candace-bushnell-is-there-still-sex-in-the-city.html,don-know-what-carrie-is-candace-bushnell-works-it-out-onstage-the-new-york-times.png
https://www.foxnews.com/health/virginia-pharmacy-incorrect-covid-19-vaccine-dose-younger-kids,virginia-pharmacy-gave-incorrect-covid-19-vaccine-dose-to-younger-kids-fox-news.png
